Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
digital marketing,Ashtak Incense,Work From Home,Immediately,2 Months,"₹ 1,000 lump sum +  Incentives",1000.0,Elite,digital marketing,40-38 (Elite),"SEO, SEM, Google Ads, Facebook Ads, Analytics, Marketing Strategy, Conversion Optimization, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Facebook Ads', 'Analytics', 'Marketing Strategy', 'Conversion Optimization', 'Campaign Management']"
sales,ITechOps Cloud Private Limited,Ahmedabad,Immediately,2 Months,"₹ 3,000-10,000 /month",6500.0,Mid,sales,19-17 (Mid),"CRM, Lead Generation, Customer Interaction, Reporting, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Reporting', 'Communication']"
architecture,Life Changing Charitable Trust,Work From Home,Immediately,2 Months,Unpaid,0.0,Elite,architecture,13 (Elite),"AutoCAD, 3D Modeling, Project Planning, Rendering, Design Principles, Communication","['AutoCAD', '3D Modeling', 'Project Planning', 'Rendering', 'Design Principles', 'Communication']"
video editing,Techzerry,Work From Home,Immediately,2 Months,"₹ 2,000 /month",2000.0,Elite,video editing,22-21 (Elite),"Premiere Pro, After Effects, Motion Graphics, Color Correction, Audio Editing, Editing","['Premiere Pro', 'After Effects', 'Motion Graphics', 'Color Correction', 'Audio Editing', 'Editing']"
content writing,Arnav Gupta,Work From Home,Immediately,2 Months,"₹ 2,000-3,000 /month",2500.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
digital marketing,Global Honey Bee,Noida,Immediately,2 Months,"₹ 4,000-10,000 /month",7000.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
graphic design,Social Voyage,Work From Home,Immediately,2 Months,"₹ 4,000-7,000 /month",5500.0,Senior,graphic design,37-32 (Senior),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics']"
operations,Truecaller,Gurgaon,Immediately,2 Months,"₹ 30,000 /month",30000.0,Entry,operations,20-1 (Entry),"Clerical Tasks, Scheduling, Communication","['Clerical Tasks', 'Scheduling', 'Communication']"
human resources (hr),Beeco Life,Work From Home,Immediately,2 Months,"₹ 1,000-2,000 /month",1500.0,Elite,human resources (hr),29-27 (Elite),"Recruitment, Employee Engagement, HR Policies, Performance Management, HR Software, Communication, Reporting","['Recruitment', 'Employee Engagement', 'HR Policies', 'Performance Management', 'HR Software', 'Communication', 'Reporting']"
market research,Pawzz,Work From Home,Immediately,2 Months,Unpaid,0.0,Elite,market research,14 (Elite),"Data Analysis, Surveys, Analytics Tools, Reporting, Competitor Analysis, Communication","['Data Analysis', 'Surveys', 'Analytics Tools', 'Reporting', 'Competitor Analysis', 'Communication']"
operations,EEW Learning Solutions LLP,Delhi,Immediately,6 Months,"₹ 7,500 /month",7500.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
content writing,Fabbon,Work From Home,Immediately,6 Months,₹350 /Article,350.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
social media marketing,Montessori Community Initiative,Chennai,Immediately,6 Months,"₹ 4,000-5,000 /month",4500.0,Senior,social media marketing,31-29 (Senior),"Social Media Strategy, Analytics, Content Planning, Campaign Management, Reporting, Communication","['Social Media Strategy', 'Analytics', 'Content Planning', 'Campaign Management', 'Reporting', 'Communication']"
search engine optimization (seo),Nexten Brands Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000-20,000 /month",15000.0,Entry,search engine optimization (seo),9-1 (Entry),"SEO Basics, Keyword Research, Content Optimization","['SEO Basics', 'Keyword Research', 'Content Optimization']"
backend development,LineupX,Mumbai,Immediately,6 Months,"₹ 15,000 /month",15000.0,Mid,backend development,9-7 (Mid),"Python/Java, REST APIs, Database, Git, Scripting","['Python/Java', 'REST APIs', 'Database', 'Git', 'Scripting']"
recruitment,Hire Rightt Executive Search LLP Dubai,Pune,Immediately,6 Months,"₹ 10,000-20,000 /month",15000.0,Entry,recruitment,7-1 (Entry),"Documentation, Data Entry, Scheduling","['Documentation', 'Data Entry', 'Scheduling']"
social media management,Pawzz,Work From Home,Immediately,6 Months,"₹ 8,000-12,000 /month",10000.0,Mid,,,,
market research,DigiBros,Work From Home,Immediately,3 Months,"₹ 4,000-7,000 /month",5500.0,Mid,market research,11-10 (Mid),"Data Analysis, Surveys, Reporting, Competitor Analysis, Communication","['Data Analysis', 'Surveys', 'Reporting', 'Competitor Analysis', 'Communication']"
social media management,Kruu Edtech Ptovate Limited,Chennai,Immediately,3 Months,"₹ 10,000-15,000 /month",12500.0,Mid,,,,
data entry,Gamahouse Publishing,Work From Home,Immediately,3 Months,"₹ 1,000 /month",1000.0,Elite,data entry,16 (Elite),"Spreadsheet Management, Data Cleaning, Accuracy, Reporting, Basic Analysis, Communication","['Spreadsheet Management', 'Data Cleaning', 'Accuracy', 'Reporting', 'Basic Analysis', 'Communication']"
web development,Joints Health Private Limited,Delhi,Immediately,3 Months,"₹ 6,000 /month +  Incentives",6000.0,Senior,web development,19-18 (Senior),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
finance,Nitika Agarwal,Patna,Immediately,6 Months,"₹ 2,000 lump sum +  Incentives",2000.0,Elite,finance,12 (Elite),"Accounting, Financial Analysis, Excel, Reporting, Budget Planning, Communication","['Accounting', 'Financial Analysis', 'Excel', 'Reporting', 'Budget Planning', 'Communication']"
digital marketing,Techno Start,Pune,Immediately,6 Months,"₹ 5,000-6,000 /month",5500.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
social media marketing,Tanay Hargunaney,Taleigao,Immediately,6 Months,"₹ 2,000-10,000 /month",6000.0,Mid,social media marketing,28-25 (Mid),"Social Media Strategy, Analytics, Content Planning, Campaign Management, Reporting, Communication","['Social Media Strategy', 'Analytics', 'Content Planning', 'Campaign Management', 'Reporting', 'Communication']"
operations,GeoSustain Association,Work From Home,Immediately,6 Months,Unpaid,0.0,Elite,operations,33-31 (Elite),"Process Optimization, Logistics, ERP Tools, Reporting, Resource Planning, Communication, Scheduling, Problem Solving","['Process Optimization', 'Logistics', 'ERP Tools', 'Reporting', 'Resource Planning', 'Communication', 'Scheduling', 'Problem Solving']"
social media management,Kainaz Daver,Work From Home,Immediately,6 Months,"₹ 7,000 /month",7000.0,Senior,,,,
photography,Arts Shala,Delhi,Immediately,6 Months,"₹ 4,000 /month +  Incentives",4000.0,Mid,photography,13-11 (Mid),"DSLR, Composition, Editing, Communication","['DSLR', 'Composition', 'Editing', 'Communication']"
digital marketing,The Square Prints,Work From Home,Immediately,6 Months,"₹ 2,000-15,000 /month",8500.0,Mid,digital marketing,31-25 (Mid),"SEO, Social Media, Analytics, Content Creation, Campaign Management","['SEO', 'Social Media', 'Analytics', 'Content Creation', 'Campaign Management']"
business development,Gyansthan Education Services LLP,Mumbai,Immediately,6 Months,"₹ 3,000 /month +  Incentives",3000.0,Senior,,,,
international business development,Stirring Minds,Work From Home,Immediately,6 Months,"₹ 1,000-3,000 /month",2000.0,Elite,international business development,11 (Elite),"Cross-Cultural Communication, Negotiation, Market Research, CRM, Strategy, Reporting","['Cross-Cultural Communication', 'Negotiation', 'Market Research', 'CRM', 'Strategy', 'Reporting']"
telecalling,Stirring Minds,Delhi,Immediately,6 Months,"₹ 15,000-18,000 /month",16500.0,Entry,telecalling,9-1 (Entry),"Basic Calling, Communication, Notes","['Basic Calling', 'Communication', 'Notes']"
full stack development,Stirring Minds,Delhi,Immediately,6 Months,"₹ 8,000-10,000 /month",9000.0,Junior,full stack development,14-12 (Junior),"HTML, CSS, JS, Git, Basic React","['HTML', 'CSS', 'JS', 'Git', 'Basic React']"
social media marketing,Stirring Minds,Work From Home,Immediately,6 Months,"₹ 5,000-12,000 /month",8500.0,Junior,social media marketing,24-20 (Junior),"Social Media Management, Content Planning, Communication, Reporting","['Social Media Management', 'Content Planning', 'Communication', 'Reporting']"
content writing,Dream Jobs Solutions,Work From Home,Immediately,6 Months,"₹ 3,000 /month +  Incentives",3000.0,Senior,content writing,42-38 (Senior),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Blogging']"
web development,U4IC Life,Noida,Immediately,6 Months,"₹ 2,000-10,000 /month",6000.0,Senior,web development,19-18 (Senior),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
human resources (hr),Stirring Minds,Work From Home,Immediately,6 Months,"₹ 1,000-3,000 /month",2000.0,Elite,human resources (hr),29-27 (Elite),"Recruitment, Employee Engagement, HR Policies, Performance Management, HR Software, Communication, Reporting","['Recruitment', 'Employee Engagement', 'HR Policies', 'Performance Management', 'HR Software', 'Communication', 'Reporting']"
business development (sales),Accsus Management,Ahmedabad,Immediately,6 Months,"₹ 7,500-12,000 /month",9750.0,Mid,business development (sales),39-34 (Mid),"CRM, Lead Generation, Communication, Customer Relationship Management, Reporting, Presentation","['CRM', 'Lead Generation', 'Communication', 'Customer Relationship Management', 'Reporting', 'Presentation']"
wordpress development,Stirring Minds,Delhi,Immediately,6 Months,"₹ 7,000-10,000 /month",8500.0,Junior,wordpress development,12-8 (Junior),"WordPress, Theme Customization, HTML/CSS, Plugins, SEO","['WordPress', 'Theme Customization', 'HTML/CSS', 'Plugins', 'SEO']"
video editing,Sossal,Kolkata,Immediately,6 Months,"₹ 5,000-9,000 /month",7000.0,Junior,video editing,14-12 (Junior),"Premiere Pro, Editing, Motion Graphics, Audio Editing","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio Editing']"
accounting & tally,Gandhi Institute For Education And Technology,Bhubaneswar,Immediately,6 Months,"₹ 3,000 /month",3000.0,Elite,,,,
python development,Jewels Infotech,Jaipur,Immediately,6 Months,"₹ 5,000-12,000 /month",8500.0,Mid,python development,9-7 (Mid),"Python, Flask/Django, SQL, Git, Basic Scripting","['Python', 'Flask/Django', 'SQL', 'Git', 'Basic Scripting']"
digital marketing,Grail Maker Innovations,Hyderabad,Immediately,6 Months,"₹ 7,000 /month +  Incentives",7000.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
mobile app development,Reubro International,Kochi,Immediately,6 Months,"₹ 8,000 /month",8000.0,Mid,mobile app development,10-8 (Mid),"Java/Kotlin, Flutter, UI Implementation, API Usage, Git","['Java/Kotlin', 'Flutter', 'UI Implementation', 'API Usage', 'Git']"
law/legal,Consumers Congress,Delhi,Immediately,6 Months,"₹ 1,500-5,000 /month",3250.0,Senior,law/legal,15 (Senior),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
video editing,Tent N' Trails,Work From Home,Immediately,3 Months,"₹ 5,000-7,500 /month",6250.0,Mid,video editing,18-15 (Mid),"Premiere Pro, Editing, Motion Graphics, Audio Editing","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio Editing']"
product management,DeepThought Edutech Ventures Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month",2000.0,Elite,product management,16 (Elite),"Roadmap Planning, Stakeholder Management, Market Research, Product Analytics, UX/UI Understanding, Communication","['Roadmap Planning', 'Stakeholder Management', 'Market Research', 'Product Analytics', 'UX/UI Understanding', 'Communication']"
business analytics,DeepThought Edutech Ventures Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month",2000.0,Elite,,,,
architecture,Anupam Kumar Architects,Varanasi,Immediately,3 Months,"₹ 10,000 /month",10000.0,Mid,architecture,11-9 (Mid),"AutoCAD, 3D Modeling, Sketching, Basic Planning","['AutoCAD', '3D Modeling', 'Sketching', 'Basic Planning']"
content writing,Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 6,000-8,000 /month",7000.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
product management,LightVue,Rishikesh,Immediately,6 Months,"₹ 8,000-12,000 /month",10000.0,Mid,product management,14-12 (Mid),"Feature Planning, Requirement Gathering, Basic Analytics, Communication","['Feature Planning', 'Requirement Gathering', 'Basic Analytics', 'Communication']"
web development,Daily Tech Suggest,Work From Home,Immediately,6 Months,"₹ 1,500-4,000 /month",2750.0,Elite,web development,21-20 (Elite),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
content writing,Cuteporium,Work From Home,Immediately,6 Months,"₹ 7,000 /month +  Incentives",7000.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
graphic design,Wydescape Consulting Private Limited,Mumbai,Immediately,3 Months,"₹ 3,500-10,000 /month",6750.0,Mid,graphic design,31-25 (Mid),"Photoshop, Illustrator, Branding, UX/UI, Typography","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography']"
business development (sales),Squareaero Technologies,Mohali,Immediately,3 Months,"₹ 5,000-8,000 /month",6500.0,Senior,business development (sales),43-40 (Senior),"Negotiation, CRM, Market Research, Lead Generation, Communication, Reporting, Presentation","['Negotiation', 'CRM', 'Market Research', 'Lead Generation', 'Communication', 'Reporting', 'Presentation']"
recruitment,GetSetResumes.com,Work From Home,Immediately,3 Months,"₹ 5,000-7,000 /month",6000.0,Senior,recruitment,18-17 (Senior),"Talent Sourcing, Interviewing, HR Software, Candidate Assessment, Employer Branding, Communication","['Talent Sourcing', 'Interviewing', 'HR Software', 'Candidate Assessment', 'Employer Branding', 'Communication']"
python development,Zedblock Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month",6500.0,Senior,python development,10 (Senior),"Python, Django/Flask, REST APIs, SQL, Testing, Git, Deployment","['Python', 'Django/Flask', 'REST APIs', 'SQL', 'Testing', 'Git', 'Deployment']"
motion graphics,Meraki Incorporation,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month",6500.0,Senior,motion graphics,12 (Senior),"After Effects, Animation, Storyboarding, Video Editing, 3D Basics, Motion Design","['After Effects', 'Animation', 'Storyboarding', 'Video Editing', '3D Basics', 'Motion Design']"
graphic design,Counselling Suite,Work From Home,Immediately,3 Months,"₹ 3,000-4,000 /week",3500.0,Elite,graphic design,40-38 (Elite),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics, Design Principles","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics', 'Design Principles']"
social media marketing,Anomalous,Mumbai,Immediately,3 Months,"₹ 12,000-15,000 /month",13500.0,Entry,social media marketing,19-1 (Entry),"Social Media Posting, Communication, Basic Content","['Social Media Posting', 'Communication', 'Basic Content']"
marketing,AG Enterprises,Work From Home,Immediately,3 Months,"₹ 2,000-2,500 /month",2250.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
video editing,Adsiduous Media,Hyderabad,Immediately,3 Months,"₹ 10,000-15,000 /month",12500.0,Entry,video editing,11-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
telecalling,Cling Multi Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month",1000.0,Elite,telecalling,20 (Elite),"Cold Calling, Communication, CRM, Customer Persuasion, Objection Handling, Reporting","['Cold Calling', 'Communication', 'CRM', 'Customer Persuasion', 'Objection Handling', 'Reporting']"
content writing,Freakyconsultz,Work From Home,Immediately,3 Months,"₹ 2,500-5,000 /month",3750.0,Senior,content writing,42-38 (Senior),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Blogging']"
field sales,Rightman Apparel,Udaipur,Immediately,3 Months,"₹ 5,000 /month",5000.0,Senior,field sales,9 (Senior),"Negotiation, CRM, Lead Generation, Customer Management, Communication, Reporting","['Negotiation', 'CRM', 'Lead Generation', 'Customer Management', 'Communication', 'Reporting']"
hr recruitment,Infocareer Private Limited,Chennai,Immediately,3 Months,"₹ 5,000 /month",5000.0,Mid,hr recruitment,7-5 (Mid),"Job Posting, Screening, Communication, Basic HR Software","['Job Posting', 'Screening', 'Communication', 'Basic HR Software']"
video editing,Khyati Thaker,Work From Home,Immediately,3 Months,"₹ 4,000 /month",4000.0,Senior,video editing,20-19 (Senior),"Premiere Pro, After Effects, Motion Graphics, Color Correction, Audio Editing","['Premiere Pro', 'After Effects', 'Motion Graphics', 'Color Correction', 'Audio Editing']"
law/legal,Cyberonics India,Delhi,Immediately,3 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,law/legal,16 (Elite),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
hr,Itvedant Education Private Limited,Thane,Immediately,3 Months,"₹ 9,000 /month",9000.0,Junior,hr,4-3 (Junior),"Recruitment, HR Policies, HR Software, Communication","['Recruitment', 'HR Policies', 'HR Software', 'Communication']"
product management,The Barabari Project,Work From Home,Immediately,3 Months,Unpaid,0.0,Elite,product management,16 (Elite),"Roadmap Planning, Stakeholder Management, Market Research, Product Analytics, UX/UI Understanding, Communication","['Roadmap Planning', 'Stakeholder Management', 'Market Research', 'Product Analytics', 'UX/UI Understanding', 'Communication']"
digital marketing,Pepcorns LLP,Work From Home,Immediately,3 Months,"₹ 15,000 lump sum",15000.0,Entry,digital marketing,14-1 (Entry),"Social Media Posting, Content Creation, Basic Analytics","['Social Media Posting', 'Content Creation', 'Basic Analytics']"
business analytics,AgentInsights,Delhi,Immediately,3 Months,"₹ 10,000-12,000 /month",11000.0,Junior,business analytics,4-3 (Junior),"Data Analysis, Excel, SQL, Reporting","['Data Analysis', 'Excel', 'SQL', 'Reporting']"
graphic design,Way2 IT Techno Services Private Limited,Noida,Immediately,3 Months,"₹ 2,000-8,000 /month",5000.0,Senior,graphic design,37-32 (Senior),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics']"
operations,Biggbang Coworking,Chandigarh,Immediately,6 Months,"₹ 13,000 /month",13000.0,Junior,operations,23-21 (Junior),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
business development (sales),IMI STUDIOS PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 5,000 /week",5000.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
web development,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 4,000 /month",4000.0,Senior,web development,19-18 (Senior),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
sales,Tellyon Media Private Limited,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month",15000.0,Junior,sales,16-12 (Junior),"CRM, Lead Generation, Customer Interaction, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Communication']"
interior design,Growing Mafia,Noida,Immediately,6 Months,"₹ 3,000 /month +  Incentives",3000.0,Elite,interior design,11 (Elite),"AutoCAD, 3D Modeling, Design Principles, Space Planning, Rendering, Communication","['AutoCAD', '3D Modeling', 'Design Principles', 'Space Planning', 'Rendering', 'Communication']"
graphic design,Aspen Adventures Private Limited,Noida,Immediately,6 Months,"₹ 10,000-18,000 /month",14000.0,Entry,graphic design,14-1 (Entry),"Photoshop, Illustrator, Branding","['Photoshop', 'Illustrator', 'Branding']"
finance & accounting,DK GUPTA,Delhi,Immediately,6 Months,"₹ 5,000-12,000 /month",8500.0,Mid,finance & accounting,7-5 (Mid),"Accounting, Excel, Reporting, Budgeting","['Accounting', 'Excel', 'Reporting', 'Budgeting']"
event management,Arise,Greater Noida,Immediately,6 Months,"₹ 3,500 /month +  Incentives",3500.0,Senior,event management,16-15 (Senior),"Event Planning, Budgeting, Vendor Management, Logistics, Coordination, Marketing","['Event Planning', 'Budgeting', 'Vendor Management', 'Logistics', 'Coordination', 'Marketing']"
business analytics,REConnect Energy Solutions,Bangalore,Immediately,6 Months,"₹ 7,000 /month",7000.0,Mid,business analytics,7-5 (Mid),"Data Analysis, Excel, SQL, Reporting","['Data Analysis', 'Excel', 'SQL', 'Reporting']"
content writing,Affnosys India,Work From Home,Immediately,6 Months,"₹ 6,750-18,000 lump sum",12375.0,Entry,content writing,11-1 (Entry),"Writing, Editing, Blogging","['Writing', 'Editing', 'Blogging']"
interior design,The Design Palette,Bangalore,Immediately,6 Months,"₹ 5,000-6,000 /month",5500.0,Senior,interior design,10 (Senior),"AutoCAD, 3D Modeling, Design Principles, Space Planning, Rendering, Communication","['AutoCAD', '3D Modeling', 'Design Principles', 'Space Planning', 'Rendering', 'Communication']"
flutter development,Doozy,Thane,Immediately,6 Months,"₹ 8,000-12,000 /month",10000.0,Junior,flutter development,5-4 (Junior),"Flutter, Dart, UI Implementation, API Usage, Git","['Flutter', 'Dart', 'UI Implementation', 'API Usage', 'Git']"
business development (sales),Surya Upasana Yoga And Healing Center Private Limited,Work From Home,Immediately,6 Months,"₹ 1,800 /month +  Incentives",1800.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
photography,Parenting Innovations,Mumbai,Immediately,6 Months,"₹ 4,000-10,000 /month",7000.0,Mid,photography,13-11 (Mid),"DSLR, Composition, Editing, Communication","['DSLR', 'Composition', 'Editing', 'Communication']"
hr recruitment,Turnahead Complete HR Solution,Ahmedabad,Immediately,6 Months,"₹ 3,000-5,000 /month",4000.0,Elite,,,,
human resources (hr),OneKEE,Lucknow,Immediately,6 Months,"₹ 5,000-6,000 /month",5500.0,Mid,human resources (hr),23-19 (Mid),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
videography,Pannalal Bengali And Other Grocery Stores OPC Private Limited,Work From Home,Immediately,6 Months,"₹ 3,000 /month",3000.0,Elite,videography,10 (Elite),"Camera Handling, Lighting, Storyboarding, Editing, Motion Graphics, Communication","['Camera Handling', 'Lighting', 'Storyboarding', 'Editing', 'Motion Graphics', 'Communication']"
video editing,Vartika Mishra,Work From Home,Immediately,6 Months,"₹ 1,200-2,000 /month",1600.0,Elite,video editing,22-21 (Elite),"Premiere Pro, After Effects, Motion Graphics, Color Correction, Audio Editing, Editing","['Premiere Pro', 'After Effects', 'Motion Graphics', 'Color Correction', 'Audio Editing', 'Editing']"
front end development,Tech Anatix,Work From Home,Immediately,6 Months,"₹ 7,000 /month",7000.0,Elite,,,,
digital marketing,Crowddevelopers,Chennai,Immediately,6 Months,"₹ 7,500 /month",7500.0,Mid,digital marketing,31-25 (Mid),"SEO, Social Media, Analytics, Content Creation, Campaign Management","['SEO', 'Social Media', 'Analytics', 'Content Creation', 'Campaign Management']"
social media marketing,Zaisha,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month",15000.0,Entry,social media marketing,19-1 (Entry),"Social Media Posting, Communication, Basic Content","['Social Media Posting', 'Communication', 'Basic Content']"
human resources (hr),Recenturesoft Infotech Private Limited,Ghaziabad,Immediately,6 Months,"₹ 5,000-12,000 /month",8500.0,Junior,human resources (hr),18-15 (Junior),"Recruitment, Employee Engagement, HR Policies, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'Communication']"
customer service,Enagic India Kangen Water Private Limited,Bangalore,Immediately,6 Months,"₹ 20,000 /month",20000.0,Entry,customer service,4-1 (Entry),"Answering Calls, Basic Support, Communication","['Answering Calls', 'Basic Support', 'Communication']"
architecture,Def Mount Studio,Indore,Immediately,6 Months,"₹ 6,000 /month +  Incentives",6000.0,Senior,architecture,12 (Senior),"AutoCAD, 3D Modeling, Project Planning, Rendering, Design Principles, Communication","['AutoCAD', '3D Modeling', 'Project Planning', 'Rendering', 'Design Principles', 'Communication']"
hr,Excellanto,Delhi,Immediately,6 Months,"₹ 8,000-12,000 /month",10000.0,Entry,hr,2-1 (Entry),"Documentation, Basic HR Knowledge, Communication","['Documentation', 'Basic HR Knowledge', 'Communication']"
international business development,Acv Foods Private Limited,Bangalore,Immediately,3 Months,"₹ 15,000 /month",15000.0,Junior,international business development,6-4 (Junior),"Communication, Lead Generation, Basic Market Research, Reporting","['Communication', 'Lead Generation', 'Basic Market Research', 'Reporting']"
video making/editing,Sanskariezzz,Mumbai,Immediately,3 Months,"₹ 3,000-10,000 /month",6500.0,Senior,video making/editing,23-21 (Senior),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
video making/editing,Oceanista,Delhi,Immediately,3 Months,"₹ 2,000 /month",2000.0,Elite,video making/editing,26-24 (Elite),"Premiere Pro, After Effects, Storyboarding, Motion Graphics, Color Grading, Editing, Audio","['Premiere Pro', 'After Effects', 'Storyboarding', 'Motion Graphics', 'Color Grading', 'Editing', 'Audio']"
human resources (hr),Larsen & Toubro,Mumbai,Immediately,3 Months,"₹ 5,000-20,000 /month",12500.0,Entry,human resources (hr),14-1 (Entry),"Documentation, Attendance Tracking, Communication","['Documentation', 'Attendance Tracking', 'Communication']"
business development (sales),BZ Consultant,Work From Home,Immediately,3 Months,"₹ 16,500 /month",16500.0,Junior,business development (sales),33-28 (Junior),"Lead Generation, Communication, Customer Engagement, Product Knowledge, Reporting","['Lead Generation', 'Communication', 'Customer Engagement', 'Product Knowledge', 'Reporting']"
customer service,KoRaWrites,Gurgaon,Immediately,6 Months,"₹ 15,000 /month +  Incentives",15000.0,Entry,customer service,4-1 (Entry),"Answering Calls, Basic Support, Communication","['Answering Calls', 'Basic Support', 'Communication']"
backend development,Daily Lancer,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month",4000.0,Elite,backend development,11 (Elite),"Python/Java, REST APIs, Database, Testing, Git, Deployment","['Python/Java', 'REST APIs', 'Database', 'Testing', 'Git', 'Deployment']"
